Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Ownership,Emergency Services,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,MORT_30_AMI_Score,MORT_30_CABG_Score,MORT_30_COPD_Score,MORT_30_HF_Score,MORT_30_PN_Score,MORT_30_STK_Score,rating_group,READM_30_AMI_Score,READM_30_CABG_Score,READM_30_COPD_Score,READM_30_HF_Score,READM_30_HIP_KNEE_Score,READM_30_HOSP_WIDE_Score,READM_30_PN_Score,READM_30_STK_Score,TIME_OP_21_Score,TIME_OP_5_Score,EFF_EDV_Score,EFF_ED_1b_Score,EFF_ED_2b_Score,EFF_IMM_2_Score,EFF_IMM_3_OP_27_FAC_ADHPCT_Score,EFF_OP_18b_Score,EFF_OP_20_Score,EFF_OP_22_Score,EFF_OP_29_Score,EFF_OP_30_Score,EFF_OP_4_Score,EFF_PC_01_Score,EFF_STK_1_Score,EFF_STK_10_Score,EFF_STK_2_Score,EFF_STK_4_Score,EFF_STK_5_Score,EFF_STK_6_Score,EFF_VTE_1_Score,EFF_VTE_2_Score,EFF_VTE_3_Score,EFF_VTE_5_Score,EFF_VTE_6_Score,EXP_H_CLEAN_STAR_RATING_Score,EXP_H_COMP_1_STAR_RATING_Score,EXP_H_COMP_2_STAR_RATING_Score,EXP_H_COMP_3_STAR_RATING_Score,EXP_H_COMP_4_STAR_RATING_Score,EXP_H_COMP_5_STAR_RATING_Score,EXP_H_COMP_6_STAR_RATING_Score,EXP_H_COMP_7_STAR_RATING_Score,EXP_H_HSP_RATING_STAR_RATING_Score,EXP_H_QUIET_STAR_RATING_Score,EXP_H_RECMND_STAR_RATING_Score,EXP_H_STAR_RATING_Score,SAFETY_COMP_HIP_KNEE_Score,SAFETY_PSI_12_POSTOP_PULMEMB_DVT_Score,SAFETY_PSI_13_POST_SEPSIS_Score,SAFETY_PSI_14_POSTOP_DEHIS_Score,SAFETY_PSI_15_ACC_LAC_Score,SAFETY_PSI_3_ULCER_Score,SAFETY_PSI_4_SURG_COMP_Score,SAFETY_PSI_6_IAT_PTX_Score,SAFETY_PSI_7_CVCBI_Score,SAFETY_PSI_90_SAFETY_Score,SAFETY_HAI_1_SIR_Score,SAFETY_HAI_1a_SIR_Score,SAFETY_HAI_2_SIR_Score,SAFETY_HAI_2a_SIR_Score,SAFETY_HAI_3_SIR_Score,SAFETY_HAI_4_SIR_Score,SAFETY_HAI_5_SIR_Score,SAFETY_HAI_6_SIR_Score,MED_OP_10_Score,MED_OP_11_Score,MED_OP_13_Score,MED_OP_14_Score,MED_OP_8_Score,MED_OP_9_Score
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,Voluntary,Yes,3,1,1,1,1,1,1,1,-14.054091300602925,-3.3313706563706598,-7.7,-15.8,-15.8,-14.889759999999963,1.0,16.89357410881801,14.407609756097571,19.2,21.3,4.615622423742788,15.2,15.3,12.585075233834889,-47.0,-10.0,-0.0,-263.0,-90.0,99.0,76.0,-103.0,-19.0,-1.0,72.82085456683653,86.0,94.0,-2.4202467035304127,96.59431021044428,97.85886287625418,99.06987788331072,89.59142212189616,98.1979797979798,95.62861736334405,96.0,96.89949016751639,93.2234753550543,92.86359447004608,-2.0308692120227456,3.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,-3.0429044269755976,-5.045178940123873,-10.254040976460342,-2.318955047318607,-1.26,-0.37,-136.7713924050633,-0.4,-0.14,-0.85,-0.5400385448245985,-0.5291246169560778,-0.48320672023374717,-0.5821033393501804,-0.9639795511221948,-0.8711765402843596,-0.9872120872971472,-0.0,-7.1,-5.7,-4.716941747572817,-2.9644051130776847,-39.964766483516584,-5.6
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Government,Yes,3,0,2,1,0,2,0,2,-13.4,-4.5,-9.1,-13.5,-16.4,-16.4,1.0,18.1,15.6,19.5,23.3,4.7,15.6,18.6,13.8,-64.0,-8.25520523497918,-3.0,-433.0,-238.0,97.0,70.0,-162.0,-37.0,-2.0,50.0,41.0,96.12303980699639,-3.0,99.0,99.0,100.0,78.0,99.0,99.0,97.0,98.0,89.0,97.0,-0.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,-2.1,-1.94,-9.97,-3.0,-1.09,-0.39,-171.58,-0.32,-0.1,-0.59,-1.126,-0.807,-0.811,-0.902,-1.243,-0.926,-2.343,-0.912,-2.6,-0.3,-4.716941747572817,-3.7,-45.9,-4.6
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Voluntary,Yes,3,1,2,2,1,2,1,1,-14.8,-4.8,-9.5,-10.6,-18.7,-13.4,1.0,17.9,14.0,17.2,19.0,4.9,15.1,16.9,13.0,-87.0,-8.25520523497918,-2.0,-283.0,-120.0,99.0,54.0,-141.0,-50.0,-5.0,100.0,100.0,96.12303980699639,-1.0,100.0,100.0,100.0,89.59142212189616,100.0,100.0,98.0,98.0,82.0,96.0,-5.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,-2.1,-3.01,-11.66,-2.01,-1.18,-1.83,-169.43,-0.24,-0.09,-0.77,-1.749,-1.456,-0.705,-0.831,-0.612,-2.334,-3.474,-0.949,-9.1,-0.2,-4.716941747572817,-2.1,-45.7,-2.3
10029,EAST ALABAMA MEDICAL CENTER,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,LEE,3347493411,Government,Yes,4,1,2,2,2,1,2,1,-15.5,-4.4,-8.0,-12.1,-18.8,-14.4,2.0,16.8,12.6,19.2,23.2,5.9,15.2,15.8,12.1,-76.0,-8.0,-2.0,-230.0,-60.0,91.0,97.0,-141.0,-42.0,-3.0,58.0,92.0,90.0,-0.0,95.0,97.85886287625418,99.06987788331072,89.59142212189616,98.1979797979798,97.0,88.0,97.0,98.0,81.0,-9.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,-3.4,-4.5,-8.54,-2.37,-0.52,-0.23,-149.67,-0.4,-0.19,-0.62,-0.764,-1.034,-0.333,-0.343,-0.37,-1.767,-0.993,-0.633,-11.6,-1.1,-6.0,-2.7,-46.7,-8.1
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,AL,36278,RANDOLPH,2563572111,Government,Yes,4,1,1,1,1,1,1,1,-14.054091300602925,-3.3313706563706598,-8.2,-10.5,-15.8,-14.889759999999963,2.0,16.89357410881801,14.407609756097571,18.6,21.6,4.615622423742788,14.9,16.3,12.585075233834889,-51.0,-6.0,-0.0,-240.0,-75.0,99.0,81.0,-130.0,-27.0,-1.0,94.0,100.0,96.0,-2.4202467035304127,96.59431021044428,97.85886287625418,99.06987788331072,89.59142212189616,98.1979797979798,95.62861736334405,96.0,96.89949016751639,93.2234753550543,92.86359447004608,-2.0308692120227456,2.716745442268737,3.4186360567184333,3.0975692099932477,3.163403106009453,3.0773126266036464,2.9564483457123565,3.287981093855503,2.5364618501012828,3.4098582039162726,2.9047940580688723,3.0823767724510467,3.098919648885888,-3.0429044269755976,-5.045178940123873,-10.254040976460342,-2.318955047318607,-1.36,-0.42,-136.7713924050633,-0.39,-0.16,-0.88,-0.5400385448245985,-0.5291246169560778,-0.48320672023374717,-0.5821033393501804,-0.9639795511221948,-0.8711765402843596,-0.9872120872971472,-0.8419703476482618,-1.4,-2.9362454873646207,-4.716941747572817,-2.9644051130776847,-39.964766483516584,-9.144957331264559
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059344011,Government,Yes,3,1,2,0,2,1,0,0,-12.4,-2.3,-7.1,-10.5,-14.9,-18.9,1.0,18.0,14.0,19.9,23.7,5.7,16.5,18.6,16.0,-80.0,-8.25520523497918,-3.0,-460.0,-126.0,98.0,72.0,-208.0,-36.0,-4.0,75.0,93.0,96.12303980699639,-0.0,99.0,100.0,100.0,100.0,100.0,100.0,90.0,95.0,94.0,81.0,-1.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,-3.4,-5.88,-8.8,-1.35,-0.68,-1.1,-142.0,-0.53,-0.1,-0.81,-0.857,-0.741,-0.308,-0.327,-0.997,-0.768,-1.262,-0.817,-23.6,-0.0,-11.8,-2.8,-40.3,-11.6
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,AL,36078,ELMORE,3342836541,Voluntary,Yes,4,1,1,1,2,0,1,1,-14.054091300602925,-3.3313706563706598,-7.0,-9.4,-13.0,-14.7,2.0,16.89357410881801,14.407609756097571,20.1,21.7,4.615622423742788,14.7,15.8,12.7,-95.0,-34.0,-0.0,-262.0,-65.0,85.0,81.0,-116.0,-30.0,-5.0,100.0,100.0,100.0,-2.4202467035304127,72.0,82.0,100.0,89.59142212189616,100.0,88.0,83.0,78.0,93.2234753550543,92.86359447004608,-2.0308692120227456,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,-3.0429044269755976,-4.93,-10.254040976460342,-2.318955047318607,-2.06,-0.36,-136.7713924050633,-0.39,-0.16,-1.01,-0.5400385448245985,-0.5291246169560778,-0.659,-0.5821033393501804,-0.9639795511221948,-0.8711765402843596,-0.9872120872971472,-0.869,-14.3,-3.3,-4.716941747572817,-2.9644051130776847,-39.964766483516584,-6.4
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,AL,35058,CULLMAN,2567372000,Government,Yes,3,0,2,1,2,2,1,1,-15.7,-3.3313706563706598,-8.3,-12.5,-20.2,-16.8,1.0,16.2,14.407609756097571,19.8,22.8,4.6,15.7,16.6,12.5,-44.0,-7.0,-2.0,-241.0,-101.0,99.0,91.0,-126.0,-25.0,-1.0,60.0,78.0,99.0,-9.0,100.0,99.0,100.0,89.59142212189616,100.0,99.0,100.0,99.0,100.0,100.0,-2.0308692120227456,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,-2.5,-2.17,-10.14,-2.16,-1.25,-0.16,-127.02,-0.42,-0.12,-0.64,-0.175,-0.0,-0.49,-0.254,-0.613,-0.8711765402843596,-1.933,-0.203,-8.8,-9.5,-0.8,-4.3,-45.6,-4.4
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALUSIA,AL,36420,COVINGTON,3342228466,Others,Yes,3,1,0,0,0,2,2,1,-14.054091300602925,-3.3313706563706598,-7.2,-11.5,-15.1,-13.2,1.0,16.89357410881801,14.407609756097571,19.8,23.4,3.9,16.4,17.2,12.5,-17.0,-0.0,-0.0,-175.0,-45.0,100.0,81.0,-89.0,-4.0,-1.0,100.0,95.0,100.0,-0.0,100.0,97.85886287625418,99.06987788331072,89.59142212189616,98.1979797979798,100.0,100.0,99.0,94.0,100.0,-2.0308692120227456,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,-2.6,-4.29,-10.254040976460342,-2.23,-2.33,-0.27,-136.7713924050633,-0.36,-0.15,-1.02,-0.5400385448245985,-0.5291246169560778,-0.0,-0.0,-0.9639795511221948,-0.8711765402843596,-0.9872120872971472,-0.279,-8.0,-12.2,-4.716941747572817,-2.9644051130776847,-36.8,-5.8
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900,Others,Yes,3,1,1,1,0,1,2,1,-14.5,-3.3313706563706598,-6.4,-12.1,-14.7,-14.4,1.0,17.7,14.407609756097571,20.3,24.0,4.7,15.9,17.7,13.5,-56.0,-8.25520523497918,-1.0,-179.0,-63.0,100.0,65.0,-87.0,-16.0,-1.0,88.0,88.0,96.12303980699639,-2.4202467035304127,96.0,97.85886287625418,99.06987788331072,89.59142212189616,98.1979797979798,95.0,99.0,99.0,92.0,78.0,-2.0308692120227456,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,-3.0,-4.26,-10.254040976460342,-2.19,-1.63,-0.23,-136.7713924050633,-0.41,-0.14,-0.87,-0.5400385448245985,-0.5291246169560778,-0.868,-0.5821033393501804,-0.9639795511221948,-0.8711765402843596,-0.9872120872971472,-0.616,-4.5,-7.2,-12.1,-2.9644051130776847,-52.8,-13.9
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,MADISON,2562651000,Government,Yes,3,0,2,2,2,2,0,0,-13.1,-1.8,-8.3,-11.7,-18.7,-17.9,1.0,16.3,13.7,19.2,21.5,4.8,15.2,17.3,12.3,-64.0,-8.25520523497918,-3.0,-331.0,-108.0,97.0,88.0,-178.0,-64.0,-1.0,89.0,87.0,96.12303980699639,-1.0,99.0,100.0,100.0,95.0,99.0,99.0,84.0,91.0,96.0,95.0,-2.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,-2.1,-4.17,-5.0,-1.75,-1.32,-0.46,-171.91,-0.3,-0.16,-0.74,-1.108,-1.238,-0.571,-0.557,-1.464,-0.563,-0.578,-0.589,-16.5,-0.0,-4.9,-4.7,-39.5,-7.7
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,AL,35903,ETOWAH,2564944000,Others,Yes,2,1,0,0,0,1,0,1,-15.0,-3.7,-7.5,-13.8,-18.7,-13.9,0.0,17.1,16.0,19.7,21.0,6.7,15.9,18.0,13.1,-104.0,-8.25520523497918,-2.0,-395.0,-124.0,99.0,63.0,-218.0,-45.0,-4.0,60.0,40.0,96.12303980699639,-4.0,96.0,97.85886287625418,99.06987788331072,82.0,98.1979797979798,93.0,98.0,97.0,85.0,94.0,-4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,-4.0,-5.72,-12.21,-1.96,-1.77,-0.08,-122.13,-0.42,-0.09,-0.98,-0.29,-0.231,-0.148,-0.182,-0.0,-0.0,-0.55,-0.438,-12.5,-5.9,-4.716941747572817,-5.8,-38.3,-6.9
